id,source,source_url,cycle,sex,age_min,age_max,metric,percentile,value,unit,sample_n,weighted_sample_sum,source_file,source_variable,notes
nhanes-2017-2018-female-40-49-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,waist_cm,25,86.1,cm,385,18400240.4416,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,waist_cm,50,96.1,cm,385,18400240.4416,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,waist_cm,75,110.4,cm,385,18400240.4416,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,waist_cm,90,128.2,cm,385,18400240.4416,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,40,49,waist_cm,95,134.0,cm,385,18400240.4416,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,waist_cm,5,72.2,cm,449,22362077.7408,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,waist_cm,10,75.5,cm,449,22362077.7408,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,waist_cm,25,84.6,cm,449,22362077.7408,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,waist_cm,50,96.6,cm,449,22362077.7408,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,waist_cm,75,110.5,cm,449,22362077.7408,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,waist_cm,90,123.8,cm,449,22362077.7408,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,50,59,waist_cm,95,127.3,cm,449,22362077.7408,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-waist_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,waist_cm,5,71.4,cm,1752,85718509.5489,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-waist_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,waist_cm,10,74.1,cm,1752,85718509.5489,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-waist_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,waist_cm,25,82.5,cm,1752,85718509.5489,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-waist_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,waist_cm,50,94.2,cm,1752,85718509.5489,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-waist_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,waist_cm,75,108.6,cm,1752,85718509.5489,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-waist_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,waist_cm,90,123.8,cm,1752,85718509.5489,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-waist_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,waist_cm,95,130.5,cm,1752,85718509.5489,BMX_J,BMXWAIST,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-hip_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,hip_cm,5,86.0,cm,490,25539350.118,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-hip_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,hip_cm,10,88.8,cm,490,25539350.118,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-hip_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,hip_cm,25,93.5,cm,490,25539350.118,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-hip_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,hip_cm,50,101.0,cm,490,25539350.118,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-hip_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,hip_cm,75,109.9,cm,490,25539350.118,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-hip_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,hip_cm,90,119.6,cm,490,25539350.118,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-hip_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,hip_cm,95,125.0,cm,490,25539350.118,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-hip_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,hip_cm,5,91.4,cm,347,19838709.6925,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-hip_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,hip_cm,10,94.7,cm,347,19838709.6925,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-hip_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,hip_cm,25,99.3,cm,347,19838709.6925,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-hip_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,hip_cm,50,104.9,cm,347,19838709.6925,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-hip_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,hip_cm,75,111.8,cm,347,19838709.6925,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-hip_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,hip_cm,90,124.7,cm,347,19838709.6925,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-hip_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,hip_cm,95,127.7,cm,347,19838709.6925,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-hip_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,hip_cm,5,91.2,cm,357,18674401.6157,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-hip_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,hip_cm,10,93.9,cm,357,18674401.6157,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-hip_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,hip_cm,25,99.2,cm,357,18674401.6157,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-hip_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,hip_cm,50,105.8,cm,357,18674401.6157,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-hip_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,hip_cm,75,115.4,cm,357,18674401.6157,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-hip_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,hip_cm,90,122.1,cm,357,18674401.6157,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-hip_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,hip_cm,95,127.6,cm,357,18674401.6157,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-hip_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,hip_cm,5,90.1,cm,390,20320897.5889,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-hip_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,hip_cm,10,94.3,cm,390,20320897.5889,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-hip_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,hip_cm,25,97.2,cm,390,20320897.5889,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-hip_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,hip_cm,50,104.2,cm,390,20320897.5889,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-hip_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,hip_cm,75,110.2,cm,390,20320897.5889,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-hip_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,hip_cm,90,125.3,cm,390,20320897.5889,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-hip_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,hip_cm,95,131.6,cm,390,20320897.5889,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-hip_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,hip_cm,5,88.5,cm,1584,84373359.0151,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-hip_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,hip_cm,10,92.2,cm,1584,84373359.0151,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-hip_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,hip_cm,25,97.1,cm,1584,84373359.0151,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-hip_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,hip_cm,50,103.8,cm,1584,84373359.0151,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-hip_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,hip_cm,75,111.7,cm,1584,84373359.0151,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-hip_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,hip_cm,90,122.1,cm,1584,84373359.0151,BMX_J,BMXHIP,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
